titulo,es_pago,precio_usd,inscriptos,nivel,duracion_hs,fecha_publicacion,categoria,ventas_totales,año_publicacion
CSS Specialist: Comprehensive CSS Training,True,100,487,Beginner Level,6.0,2016-08-08,Web Development,48700,2016
Introduction to Laravel 4,False,0,9110,All Levels,2.5,2014-09-12,Web Development,0,2014
Introduction to Elm,False,0,1519,Intermediate Level,1.0,2017-05-15,Web Development,0,2017
Learn to Freelance with People Per hour  (URDU),True,20,948,All Levels,0.6,2015-09-14,Web Development,18960,2015
Learn Wordpress 4 from Scratch : Create Awesome Websites,True,75,2023,All Levels,2.0,2015-08-13,Web Development,151725,2015
Amazon Alexa Development: From Beginner to Intermediate,True,140,1858,All Levels,2.5,2016-12-03,Web Development,260120,2016
The Build a SAAS App with Flask Course,True,40,2244,All Levels,10.0,2016-06-02,Web Development,89760,2016
Learn JSON with JavaScript Objects and APIs in 1 hour,True,95,3619,Intermediate Level,1.0,2016-10-26,Web Development,343805,2016
1 Hour JavaScript,True,200,22999,Beginner Level,1.0,2013-07-04,Web Development,4599800,2013
Building An E-Commerce Store Using Java Spring Framework,True,95,2743,All Levels,14.5,2016-02-01,Web Development,260585,2016
Typescript Masterclass & FREE E-Book,True,150,1229,All Levels,7.5,2016-11-08,Web Development,184350,2016
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,True,100,3701,All Levels,10.5,2015-08-28,Web Development,370100,2015
JavaScript - Become Higly Paid Front End Developer,True,105,710,Beginner Level,3.5,2017-04-17,Web Development,74550,2017
Object Oriented Programming (OOP) in PHP - Build An OOP Site,True,20,6588,All Levels,2.0,2014-06-17,Web Development,131760,2014
Beginners Introduction to Web Development,True,200,7331,Beginner Level,1.5,2017-02-13,Web Development,1466200,2017
Django + AngularJS for a Powerful Web Application,True,95,4463,Intermediate Level,5.5,2016-10-13,Web Development,423985,2016
WordPress Academy: Learn WordPress step by step,True,150,1873,Beginner Level,7.5,2016-07-12,Web Development,280950,2016
Web Development Essential Skills - Complete HTML and CSS,True,95,1388,All Levels,7.0,2015-09-29,Web Development,131860,2015
Byte-Sized-Chunks: Closures in Javascript,True,20,1292,All Levels,2.0,2016-03-10,Web Development,25840,2016
Laravel Account Activation Project,True,50,1147,All Levels,2.5,2016-12-07,Web Development,57350,2016
WordPress: Create an Amazing Website With Ease,True,200,1109,All Levels,2.5,2016-05-03,Web Development,221800,2016
Mastering the Google Chrome Developer Tools,True,20,2002,All Levels,0.6666666666666666,2015-04-21,Web Development,40040,2015
Kali Linux Web App Testing,True,75,876,All Levels,3.0,2015-06-11,Web Development,65700,2015
Learn Ruby Programming The Easy Way - Lite,True,20,1186,All Levels,0.5666666666666667,2016-02-21,Web Development,23720,2016
"Web Scraping with Python, Ruby & import. io",True,75,973,All Levels,4.5,2015-08-09,Web Development,72975,2015
Sending email with PHP: from Basic to Advanced,True,40,379,All Levels,2.0,2016-06-10,Web Development,15160,2016
WordPress 2016 for Beginners : Build awesome websites!,True,20,2177,All Levels,4.0,2015-07-13,Web Development,43540,2015
Learn to make websites with Google's Material Design Lite,True,20,1063,All Levels,5.5,2015-07-20,Web Development,21260,2015
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,True,35,1309,All Levels,5.0,2015-03-13,Web Development,45815,2015
Complete Python Web Course: Build 8 Python Web Apps,True,110,7489,All Levels,16.0,2015-11-08,Web Development,823790,2015
Web Design for Beginners: Real World Coding in HTML & CSS,True,100,9103,All Levels,9.0,2014-09-22,Web Development,910300,2014
Ethereum Developer: Build A Decentralised Blockchain App,True,195,3169,All Levels,3.5,2016-09-26,Web Development,617955,2016
The Complete Web Development Course -  Build 15 Projects,True,200,7501,All Levels,76.5,2015-11-09,Web Development,1500200,2015
Angular 2 + Rails 5 Bootcamp,True,150,1967,Intermediate Level,9.0,2016-11-15,Web Development,295050,2016
Javascript - From Beginner to Pro-Build real world JS apps,True,195,28694,Beginner Level,11.5,2016-12-11,Web Development,5595330,2016
Redux in Angular (2 and 4+),True,70,909,Intermediate Level,1.5,2017-06-23,Web Development,63630,2017
The complete JavaScript developer: MEAN stack zero-to-hero,True,75,4820,All Levels,11.5,2015-12-16,Web Development,361500,2015
Running a Web Development Business: The Complete Guide,True,150,24575,All Levels,19.5,2015-08-26,Web Development,3686250,2015
Projects In JavaScript & JQuery,True,60,9109,All Levels,9.0,2014-10-16,Web Development,546540,2014
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,True,50,18818,All Levels,11.0,2014-06-03,Web Development,940900,2014
"Full stack Universal React with Redux, Node js and MongoDB",True,195,1121,Intermediate Level,5.0,2017-05-08,Web Development,218595,2017
Creating an MP3 Player with HTML5,True,20,14551,All Levels,1.5,2013-01-31,Web Development,291020,2013
Be a Bootstrap Developer from scratch,True,100,5800,Beginner Level,3.5,2015-07-20,Web Development,580000,2015
Create Your First Wordpress Site in Under an Hour,True,20,4867,Beginner Level,1.0,2016-03-30,Web Development,97340,2016
Learn Coding as RF or Telecom Engineer - Build Real Program,True,25,1006,Beginner Level,2.0,2017-06-22,Web Development,25150,2017
Creating FaceBook Design Using Bootstrap - Handson Project,True,80,4616,All Levels,2.0,2016-12-06,Web Development,369280,2016
Building HTML5 Canvas projects from scratch,True,100,8968,Beginner Level,2.0,2016-03-03,Web Development,896800,2016
Learn How To Become a Web Developer From Scratch,True,200,7062,Beginner Level,11.0,2017-05-28,Web Development,1412400,2017
"Earn Big Profits With Web Development, Simple and Easy!",True,90,3073,Beginner Level,1.5,2017-01-18,Web Development,276570,2017
BDD with Ruby on Rails using RSpec 3 and Capybara,True,175,2706,All Levels,13.0,2015-08-14,Web Development,473550,2015
Learn By Example: jQuery,True,50,1702,All Levels,7.0,2016-09-19,Web Development,85100,2016
Professional Python Web Development Using Flask,True,120,3420,Beginner Level,14.5,2015-03-04,Web Development,410400,2015
JavaScript HTML CSS Project make a Quiz Tutorial,True,95,7130,All Levels,2.0,2015-08-18,Web Development,677350,2015
Voiceover Audio Secrets - Your Way to Top Audio Quality,True,195,918,Beginner Level,2.5,2015-11-11,Web Development,179010,2015
jQuery UI In Depth,True,25,1520,All Levels,10.5,2013-07-28,Web Development,38000,2013
Codeless Website Development with Adobe Muse,True,50,461,All Levels,3.5,2015-02-25,Web Development,23050,2015
Learn To Build A Google Map App Using Angular 2,True,30,116,Beginner Level,1.0,2016-11-21,Web Development,3480,2016
Learn Reactivex From Ground Up,True,40,207,Intermediate Level,5.0,2016-09-22,Web Development,8280,2016
Learn HTML in 59 Minutes - Your intro to front-end dev,True,35,333,Beginner Level,1.0,2015-07-14,Web Development,11655,2015
WordPress Theme Customization 101 (for beginners),True,40,305,Beginner Level,2.0,2015-06-05,Web Development,12200,2015
Supercharging Development With Atom Text Editor,True,20,644,All Levels,1.5,2015-09-02,Web Development,12880,2015
Master WCF 4.0 From Scratch Using C#,True,50,415,All Levels,7.0,2015-11-23,Web Development,20750,2015
Drupal 7 for Beginners,True,35,926,All Levels,2.5,2012-06-14,Web Development,32410,2012
Critical Web Dev Skills & Tools for the Non-Tech Hustler,False,0,3118,All Levels,1.5,2016-12-20,Web Development,0,2016
Install WordPress on Computer using XAMPP,False,0,4290,Beginner Level,0.6166666666666667,2015-08-26,Web Development,0,2015
Java Web Services Part 2,True,20,959,Intermediate Level,3.0,2017-01-12,Web Development,19180,2017
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,True,195,55332,All Levels,20.0,2015-09-22,Web Development,10789740,2015
Learn To Create WordPress Themes By Building 10 Projects,True,60,2273,All Levels,16.5,2016-05-24,Web Development,136380,2016
The Complete NodeJS Course: Build a Full Business Rating App,True,195,17784,All Levels,12.5,2017-02-13,Web Development,3467880,2017
Master the MEAN Stack - Learn By Example,True,195,25799,Intermediate Level,4.5,2016-01-03,Web Development,5030805,2016
First Web Application with Spring Boot,True,40,2865,Beginner Level,4.0,2017-01-27,Web Development,114600,2017
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,True,200,346,Beginner Level,8.5,2017-06-21,Web Development,69200,2017
Backbone Tutorial: Learn Backbonejs from Scratch,True,90,4957,All Levels,5.5,2014-10-27,Web Development,446130,2014
AngularJS Custom Directives with Dan Wahlin,True,75,4128,All Levels,6.0,2015-02-21,Web Development,309600,2015
Angular 2+ with Typescript - Essential Training,True,195,29348,Beginner Level,3.0,2016-11-29,Web Development,5722860,2016
Learn Angular 2 from Beginner to Advanced,True,195,32696,Beginner Level,10.0,2016-10-07,Web Development,6375720,2016
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,True,30,3503,Beginner Level,4.0,2016-10-27,Web Development,105090,2016
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,True,195,2354,All Levels,4.0,2016-08-12,Web Development,459030,2016
Learning Docker and Kubernetes by Lab,True,30,586,All Levels,5.0,2017-02-13,Web Development,17580,2017
Projects in ExpressJS - Learn ExpressJs building 10 projects,True,50,1949,All Levels,15.5,2015-09-15,Web Development,97450,2015
PHP For Beginners : Learn PHP From Scratch!,True,100,1825,All Levels,3.5,2016-11-18,Web Development,182500,2016
Bootstrap 4.0 New Features: Build Responsive Website,True,40,2296,All Levels,1.5,2016-06-16,Web Development,91840,2016
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,True,30,550,All Levels,9.0,2016-12-14,Web Development,16500,2016
Professional RESTful API Design using Python Flask,True,120,578,Intermediate Level,4.5,2017-01-11,Web Development,69360,2017
HTML5 APIs For JavaScript - A Course For Web Developers ,True,50,7706,All Levels,5.0,2012-11-30,Web Development,385300,2012
Learn Python Django - A Hands-On Course,True,50,1339,Beginner Level,2.0,2017-01-18,Web Development,66950,2017
Comprehensive JavaScript Programming,True,20,6760,All Levels,3.0,2013-11-26,Web Development,135200,2013
Security for your WordPress site,True,85,1096,Beginner Level,0.6333333333333333,2017-02-09,Web Development,93160,2017
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,True,50,7407,All Levels,20.0,2014-03-04,Web Development,370350,2014
Accelerated ES6 JavaScript Training,True,110,5811,Intermediate Level,6.0,2016-07-12,Web Development,639210,2016
AWS Serverless APIs & Apps - A Complete Introduction,True,145,2145,All Levels,8.0,2017-06-19,Web Development,311025,2017
Python and Django Full Stack Web Developer Bootcamp,True,200,11832,All Levels,31.5,2017-02-24,Web Development,2366400,2017
The Complete Elixir and Phoenix Bootcamp,True,50,5279,All Levels,14.5,2016-10-27,Web Development,263950,2016
Build a Real-world App with ASP.NET Core and Angular 2 (4+),True,190,5332,Intermediate Level,10.5,2017-03-27,Web Development,1013080,2017
REST APIs with Flask and Python,True,110,5151,Intermediate Level,12.5,2016-11-06,Web Development,566610,2016
Angular 4 (formerly Angular 2) - The Complete Guide,True,190,73783,All Levels,22.0,2016-02-11,Web Development,14018770,2016
Build Websites from Scratch with HTML & CSS,True,145,51257,Beginner Level,8.0,2013-09-25,Web Development,7432265,2013
PHP for Beginners -Become a PHP Master - Project Included,True,200,28880,All Levels,30.5,2015-02-14,Web Development,5776000,2015
The Professional Ruby on Rails Developer,True,100,17334,All Levels,17.0,2015-02-23,Web Development,1733400,2015
The Complete Ruby on Rails Developer Course,True,195,33677,All Levels,31.5,2015-10-23,Web Development,6567015,2015
Docker Technologies for DevOps and Developers,True,30,19210,All Levels,3.0,2016-08-29,Web Development,576300,2016
JavaScript programming: JavaScript for beginners,True,55,2215,Beginner Level,5.0,2016-04-13,Web Development,121825,2016
JSON in Action: Build JSON-Based Applications,True,50,1322,All Levels,3.5,2016-03-11,Web Development,66100,2016
Learn Ruby Programming The Easy Way,True,35,3485,All Levels,2.0,2015-09-15,Web Development,121975,2015
Learn OAuth 2.0 - Get started as an API Security Expert,True,95,2185,All Levels,3.5,2015-07-20,Web Development,207575,2015
AngularJS For .Net Developers From Scratch,True,50,2494,Intermediate Level,4.5,2016-03-09,Web Development,124700,2016
"Jekyll: make fast, secure static sites and blogs with Jekyll",True,45,2091,Beginner Level,2.5,2016-02-18,Web Development,94095,2016
HTML and CSS BootCamp for Beginners,True,30,1777,Beginner Level,6.5,2017-01-20,Web Development,53310,2017
Hosting Django: Amazon Web Services (AWS) Fundamentals,True,45,2573,All Levels,5.5,2015-10-19,Web Development,115785,2015
Angular Advanced MasterClass & FREE E-Book,True,150,228,Intermediate Level,6.5,2017-07-03,Web Development,34200,2017
Learn Responsive Web Development from Scratch,False,0,59639,All Levels,4.5,2013-12-09,Web Development,0,2013
Build WordPress Plugin to extend Beaver Builder,True,50,1705,Intermediate Level,2.0,2016-07-04,Web Development,85250,2016
Coding Made Easy: A Beginners Guide To JavaScript,True,40,1950,Beginner Level,1.0,2016-09-18,Web Development,78000,2016
The Complete Developers Guide to MongoDB,True,150,10945,All Levels,13.5,2016-11-15,Web Development,1641750,2016
Electron for Desktop Apps: The Complete Developer's Guide,True,50,2606,Beginner Level,8.0,2017-05-16,Web Development,130300,2017
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),True,190,17671,All Levels,18.0,2016-11-08,Web Development,3357490,2016
"React JS, Angular & Vue JS - Quickstart & Comparison",True,160,2273,Beginner Level,8.0,2017-05-09,Web Development,363680,2017
The Complete JavaScript Course: Build a Real-World Project,True,195,27801,All Levels,17.5,2016-10-14,Web Development,5421195,2016
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,True,150,17297,All Levels,8.5,2016-05-02,Web Development,2594550,2016
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,True,150,40070,All Levels,9.5,2016-03-03,Web Development,6010500,2016
Meteor and React for Realtime Apps,True,140,6527,All Levels,9.0,2016-05-23,Web Development,913780,2016
The Web Developer Bootcamp,True,200,121584,All Levels,43.0,2015-11-02,Web Development,24316800,2015
AngularJS JumpStart with Dan Wahlin,True,75,17802,All Levels,10.0,2014-03-24,Web Development,1335150,2014
The Complete Web Developer Course 2.0,True,200,114512,All Levels,30.5,2016-03-08,Web Development,22902400,2016
Ultimate Web Designer & Developer Course: Build 23 Projects!,True,200,33788,All Levels,32.5,2015-08-20,Web Development,6757600,2015
ExpressJS Fundamentals,False,0,21245,Beginner Level,1.0,2016-01-11,Web Development,0,2016
REST WCF Service in ASP.NET,False,0,7905,All Levels,0.6833333333333333,2016-06-08,Web Development,0,2016
Projects in Node.js - Learn by Example,True,195,869,All Levels,5.0,2016-04-24,Web Development,169455,2016
Building Data Visualizations with D3 and Angular 2,True,125,293,Beginner Level,3.5,2017-02-23,Web Development,36625,2017
Learn Object Oriented PHP By Building a Complete Website,False,0,36322,All Levels,4.5,2016-03-01,Web Development,0,2016
Web Programming Course : Asp.Net MVC,True,100,2760,All Levels,3.5,2015-07-13,Web Development,276000,2015
Learn Spring Framework Practically - Hands On Recipies,True,145,522,All Levels,5.5,2016-08-11,Web Development,75690,2016
One-stop Ruby on Rails: Build Web Applications from Scratch,True,145,1628,All Levels,18.5,2015-01-13,Web Development,236060,2015
Learn what's new in PHP 7,False,0,12336,Intermediate Level,3.5,2016-04-04,Web Development,0,2016
Dive Into Docker: The Docker Course for Developers,False,0,6437,Beginner Level,1.5,2017-04-14,Web Development,0,2017
"Basic Concepts of Web Development, HTTP and Java Servlets",True,35,2797,Beginner Level,1.0,2014-08-27,Web Development,97895,2014
The Most Comprehensive Web Development Course,True,200,333,All Levels,42.0,2017-05-01,Web Development,66600,2017
Learn and Understand AngularJS,True,175,59361,All Levels,7.0,2014-09-24,Web Development,10388175,2014
JavaScript: Understanding the Weird Parts,True,175,79612,All Levels,11.5,2015-03-12,Web Development,13932100,2015
Webpack 2: The Complete Developer's Guide,True,75,8964,All Levels,5.5,2017-01-03,Web Development,672300,2017
Build Responsive Real World Websites with HTML5 and CSS3,True,195,43977,All Levels,12.0,2015-03-24,Web Development,8575515,2015
ES6 Javascript: The Complete Developer's Guide,True,80,13010,Beginner Level,6.5,2016-07-12,Web Development,1040800,2016
Learn and Understand NodeJS,True,195,58208,All Levels,13.0,2015-08-31,Web Development,11350560,2015
Understanding TypeScript,True,110,9132,All Levels,7.0,2016-09-12,Web Development,1004520,2016
Advanced React and Redux,True,140,21998,Intermediate Level,12.0,2016-03-12,Web Development,3079720,2016
Modern React with Redux,True,180,50815,All Levels,26.5,2015-12-28,Web Development,9146700,2015
Angular Styling & Animations (for Angular 2 and Angular 4),True,120,4138,Intermediate Level,6.0,2017-03-28,Web Development,496560,2017
The Complete ASP.NET MVC 5 Course,True,190,20652,All Levels,7.5,2016-05-16,Web Development,3923880,2016
GraphQL with React: The Complete Developers Guide,True,150,6412,Intermediate Level,13.0,2017-02-14,Web Development,961800,2017
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",False,0,2464,All Levels,0.7333333333333333,2017-03-07,Web Development,0,2017
WordPress in under an hour - Create/manage your own website!,False,0,6474,All Levels,1.0,2015-07-15,Web Development,0,2015
Twitter Bootstrap 2 for Beginners,True,20,2388,Beginner Level,1.0,2013-05-29,Web Development,47760,2013
Bootstrap Tutorial - Essentials From Basic to Advanced,True,195,1494,All Levels,7.5,2015-11-29,Web Development,291330,2015
Create an Engaging Website with Twitter Bootstrap 2.x,True,20,1463,All Levels,1.0,2012-06-18,Web Development,29260,2012
Javascript :basics for beginners,True,30,1057,Beginner Level,0.6166666666666667,2016-08-29,Web Development,31710,2016
CSS Tutorial For Beginners: Style Your Wordpress Templates,True,35,1049,Beginner Level,3.5,2016-01-27,Web Development,36715,2016
HTML5 And CSS3 - Build Modern Responsive Websites,True,175,109,All Levels,9.5,2017-06-02,Web Development,19075,2017
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,True,95,2073,All Levels,2.0,2015-02-25,Web Development,196935,2015
Web Development: Make A Website That Will Sell For Thousands,True,50,1116,All Levels,7.5,2013-09-03,Web Development,55800,2013
WordPress Basics to Business: Share and Sell your Expertise,True,50,1125,Beginner Level,3.5,2016-04-07,Web Development,56250,2016
PHP Zend Framework 2:Creating a CRUD Application,True,40,802,All Levels,0.6333333333333333,2016-11-25,Web Development,32080,2016
JavaScript Fundamentals,False,0,4409,All Levels,5.0,2016-12-20,Web Development,0,2016
Building a Website With Jekyll,True,20,686,All Levels,3.0,2016-01-25,Web Development,13720,2016
Big Data and Apache Hadoop for Developers - Fundamentals,True,30,1154,Intermediate Level,3.0,2013-12-10,Web Development,34620,2013
Wordpress Development : Create a Custom Wordpress Website,True,120,885,All Levels,1.5,2015-09-13,Web Development,106200,2015
How to Make a Wordpress Website 2017,False,0,2437,Beginner Level,0.5666666666666667,2016-06-07,Web Development,0,2016
RESTful Services with ASP.NET Web API,True,85,716,All Levels,2.0,2014-11-21,Web Development,60860,2014
Web Hosting Fundamentals,True,20,1867,All Levels,0.6166666666666667,2013-12-08,Web Development,37340,2013
Learning Path: React: Make Stunning React Websites,True,200,91,Expert Level,6.5,2017-04-18,Web Development,18200,2017
Administering Microsoft SQL Server 2012 Databases - 70-462,True,60,586,All Levels,5.5,2015-03-23,Web Development,35160,2015
PHP CodeIgniter:CRUD concepts in MVC,True,40,601,All Levels,0.5833333333333334,2016-11-27,Web Development,24040,2016
Adobe Experience Manager CMS Basics,True,35,81,Beginner Level,1.0,2017-05-02,Web Development,2835,2017
Introduction to Frontend Web Development For  Beginners,True,145,1018,Beginner Level,4.5,2016-08-02,Web Development,147610,2016
PHP: Complete Login and Registration System with PHP & MYSQL,True,200,1448,All Levels,7.5,2015-06-16,Web Development,289600,2015
JavaScript Complete Guide to learning JavaScript,True,200,1296,Beginner Level,5.5,2016-05-17,Web Development,259200,2016
Advanced Scalable Python Web Development Using Flask,True,120,1299,Intermediate Level,14.0,2016-08-11,Web Development,155880,2016
jQuery for Absolute Beginners - Lite,True,20,1769,All Levels,0.5833333333333334,2015-12-30,Web Development,35380,2015
HTML Complete Course - Beginner to Expert,False,0,20073,All Levels,1.5,2016-02-29,Web Development,0,2016
Cross-Platform Development with ASP.NET Core 1.0 MVC,True,35,601,All Levels,5.5,2016-07-11,Web Development,21035,2016
Build a Photo Blog with Ruby on Rails,True,20,2281,Intermediate Level,1.5,2015-04-02,Web Development,45620,2015
Practical PHP: Master the Basics and Code Dynamic Websites,False,0,83737,All Levels,6.5,2014-07-19,Web Development,0,2014
Sass Workflow,False,0,20890,Beginner Level,3.0,2015-02-06,Web Development,0,2015
Learn PHP Fundamentals From Scratch,False,0,48650,Beginner Level,2.0,2013-10-16,Web Development,0,2013
XML For Absolute Beginners: Learn to create your own tags,True,75,1945,Beginner Level,1.0,2015-12-17,Web Development,145875,2015
Joomla: Create a Joomla Website This Weekend With NO CODING!,False,0,18496,Beginner Level,2.0,2014-10-06,Web Development,0,2014
JavaScript for beginners - A Complete Guide,True,100,1193,All Levels,10.5,2015-06-16,Web Development,119300,2015
Laravel Deployment - Launch your Laravel Application Online,False,0,4905,Intermediate Level,1.0,2016-10-22,Web Development,0,2016
WordPress Development Crash Course: From Zero To Hero,True,60,1699,All Levels,2.0,2016-02-01,Web Development,101940,2016
Learn how to create a WordPress theme using Pinegrow,False,0,11812,Intermediate Level,2.0,2015-07-27,Web Development,0,2015
Learn to Build Web Apps using Laravel Framework,True,30,746,All Levels,6.5,2015-11-10,Web Development,22380,2015
Flexbox: The complete guide,True,35,189,All Levels,1.0,2017-06-09,Web Development,6615,2017
How to Safely Copy and Move Your WordPress Website,True,60,1419,Intermediate Level,1.5,2014-11-05,Web Development,85140,2014
AngularJs :basics for beginners,True,45,1237,All Levels,1.0,2016-09-19,Web Development,55665,2016
JSON For Beginners: A Very Basic Introduction,True,65,1703,Beginner Level,1.0,2016-01-18,Web Development,110695,2016
Learn SASS and improve your CSS,True,55,1849,All Levels,3.0,2014-12-20,Web Development,101695,2014
Angular Tutorial For Beginners,False,0,5397,Beginner Level,2.5,2017-02-28,Web Development,0,2017
HTML and CSS for Absolute Beginners,False,0,4410,All Levels,3.0,2017-01-20,Web Development,0,2017
"JavaScript, jQuery and Ajax",True,20,1554,All Levels,4.0,2016-02-02,Web Development,31080,2016
Laravel Blog Development Starter,False,0,4499,All Levels,2.0,2017-02-14,Web Development,0,2017
React: Learn ReactJS Fundamentals for Front-End Developers,True,55,1993,All Levels,4.0,2016-06-06,Web Development,109615,2016
JavaScript For Absolute Beginners - Level Two,True,30,424,Intermediate Level,1.0,2016-09-20,Web Development,12720,2016
How To Create A Real Estate Website With Wordpress 2017,False,0,3782,Beginner Level,1.5,2017-06-06,Web Development,0,2017
The Complete HTML5 and CSS3 Course - with 8 Websites Design,True,30,1551,All Levels,7.5,2015-12-07,Web Development,46530,2015
Introduction to Modern Programming with PHP,True,20,954,Beginner Level,16.0,2015-08-27,Web Development,19080,2015
HTML Introduction Course: Learn HTML in 2 hours!!!,False,0,7304,All Levels,2.0,2016-03-08,Web Development,0,2016
Learn HTML & CSS: How To Start Your Web Development Career,False,0,15462,Beginner Level,4.5,2015-09-29,Web Development,0,2015
React vs Angular vs Vue.js by Example,False,0,6958,Beginner Level,3.5,2017-06-02,Web Development,0,2017
Create WordPress Plugins,True,50,964,All Levels,2.5,2016-04-08,Web Development,48200,2016
Build and Deploy a LAMP server on AWS,False,0,3571,Beginner Level,1.0,2017-06-19,Web Development,0,2017
Build your own Beautiful Blog in WordPress + SEO,True,200,2421,All Levels,3.0,2015-11-25,Web Development,484200,2015
AngularJS Authentication: Secure Your App with Auth0,False,0,21689,All Levels,1.0,2016-04-01,Web Development,0,2016
Learn Bootstrap 4 by Example,False,0,5542,All Levels,1.0,2017-06-12,Web Development,0,2017
Complete WooCommerce Plugin Tutorial For Wordpress 2017,False,0,7922,Beginner Level,1.5,2017-01-27,Web Development,0,2017
How To Build And Make A Wordpress Website From Scratch 2017,False,0,7055,All Levels,2.0,2017-01-24,Web Development,0,2017
Docker for Developers - Newest Version 1.12 with Swarm Mode,True,95,767,Beginner Level,5.5,2016-07-22,Web Development,72865,2016
Angular Material - Quickstart,False,0,3766,Beginner Level,0.7,2017-03-09,Web Development,0,2017
HTML and CSS for Beginners - Build a Website & Launch ONLINE,False,0,70773,All Levels,6.0,2015-03-19,Web Development,0,2015
"Core: A Web App Reference Guide for Django, Python, and More",True,195,2497,All Levels,26.0,2014-05-29,Web Development,486915,2014
"JSON with Java APIs, jQuery and JSON REST Web Services",True,95,799,Beginner Level,6.0,2016-05-30,Web Development,75905,2016
Bootstrap 4 Quick Start: Code Modern Responsive Websites,False,0,41478,All Levels,3.0,2015-12-30,Web Development,0,2015
Learn Symfony 3 framework by practical examples,True,125,867,All Levels,4.0,2016-09-19,Web Development,108375,2016
"Complete Web Development with HTML, CSS and Javascript",False,0,2097,Intermediate Level,2.0,2017-06-27,Web Development,0,2017
Web Hosting Introduction: How to Publish Your Website Online,False,0,5533,Beginner Level,1.0,2015-02-09,Web Development,0,2015
Django For Beginners,True,175,534,Beginner Level,4.0,2016-08-23,Web Development,93450,2016
Introduction to QGIS Python Programming,True,85,197,Beginner Level,3.5,2016-12-22,Web Development,16745,2016
Learning Object-Oriented JavaScript,True,75,533,Intermediate Level,3.0,2015-02-17,Web Development,39975,2015
Bootstrap Tutorial for Beginners,True,20,1036,Beginner Level,2.0,2016-02-21,Web Development,20720,2016
Learn Bootstrap3 With Multi Purposes Single Page Layout,False,0,4503,All Levels,21.0,2016-02-16,Web Development,0,2016
HTML for Beginners,False,0,8592,Beginner Level,2.5,2013-07-20,Web Development,0,2013
How to Build WordPress Themes: A Web Designer's Guide,True,165,183,Intermediate Level,5.5,2017-03-31,Web Development,30195,2017
XML DTD :basics for beginners,True,35,903,All Levels,0.55,2016-09-26,Web Development,31605,2016
Learn to make an HTML 5 website with a video background,True,80,1236,All Levels,0.5,2015-06-05,Web Development,98880,2015
Learn Authentication With ASP.NET Identity Security 2017,True,50,305,All Levels,2.0,2016-02-26,Web Development,15250,2016
HTML and CSS Foundations,False,0,1544,Beginner Level,1.0,2017-06-23,Web Development,0,2017
Python Web Programming,True,100,1020,Beginner Level,6.0,2015-07-01,Web Development,102000,2015
Build a Complete Registration and Login System using PHP MVC,True,80,325,All Levels,5.0,2017-02-23,Web Development,26000,2017
ES6 / EcmaScript 6 for beginners an introduction,False,0,3227,Intermediate Level,2.0,2017-06-22,Web Development,0,2017
React for visual learners,True,20,659,All Levels,3.5,2016-07-18,Web Development,13180,2016
Learn to Create Advance Responsive Websites With Bootstrap,True,20,2528,All Levels,2.0,2014-10-26,Web Development,50560,2014
Master the Art of Web Design with HTML & CSS,True,145,550,All Levels,3.0,2016-12-28,Web Development,79750,2016
Sell Courses On Your Own Website - No Coding Required!,True,100,1032,All Levels,1.0,2016-04-18,Web Development,103200,2016
Implementing a Data Warehouse with SQL Server 2012 ,True,85,1142,All Levels,5.0,2015-05-01,Web Development,97070,2015
Learning 200 jQuery Functions with 800 Examples,True,195,1766,All Levels,18.5,2015-02-24,Web Development,344370,2015
Create Complete Web Applications easily with APEX 5,True,30,912,Intermediate Level,7.0,2015-07-14,Web Development,27360,2015
"Learn Gulp, The Streaming Build System",True,25,1305,All Levels,1.5,2015-04-19,Web Development,32625,2015
Perfect React JS Course - Understand Relevant Details,True,200,653,Beginner Level,1.0,2017-01-17,Web Development,130600,2017
Create a classified website in 2 hours - guaranteed,True,50,3411,All Levels,1.0,2013-11-09,Web Development,170550,2013
Learn HTML And CSS From Scratch,False,0,11533,Beginner Level,2.0,2016-02-19,Web Development,0,2016
Become a Certified Web Developer - Beginner to Expert,True,200,3397,All Levels,8.0,2015-04-06,Web Development,679400,2015
Complete Bootstrap 4 course - build 3 projects,False,0,7865,All Levels,5.0,2017-04-07,Web Development,0,2017
Up and Running with Phalcon,True,20,715,All Levels,1.5,2016-11-10,Web Development,14300,2016
HTML : HTML Awesomeness,True,25,988,Beginner Level,0.6333333333333333,2016-08-17,Web Development,24700,2016
Build CRUD Application - PHP & Mysql,False,0,4405,Beginner Level,1.5,2017-05-04,Web Development,0,2017
