titulo,inscriptos,tipo_curso,institucion,nivel,categoria,lenguaje,duracion_semanas,precio_certif_usd
Incorporating Renewable Energy in Electricity Grids,10430.0,Self-paced on your time,Imperial College London,Intermediate,Energy & Earth Sciences,English,6,49.0
Herramientas de la Inteligencia de Negocios,24130.0,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,5,49.0
Overview & Management of Parkinson’s Disease,,Self-paced on your time,Salisbury University-University System of Maryland,Intermediate,Medicine,English,5,49.0
Conociendo los costos,,Self-paced on your time,Universidades Anáhuac,Intermediate,Economics & Finance,Español,5,49.0
Sprint Planning for Faster Agile Team Delivery,10654.0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Advanced,Engineering,English,4,199.0
Introduction to Water and Climate,36320.0,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,10,50.0
The Medieval Icelandic Sagas,11176.0,Self-paced on your time,The University of Iceland,Intermediate,Humanities,English,6,50.0
Visual Presentation,,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,English,3,199.0
Community Engagement: Collaborating for Change,11818.0,Self-paced on your time,The University of Michigan,Introductory,Social Sciences,English,6,49.0
Introducción al Internet de las Cosas (IoT),6322.0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Electronics,Español,6,50.0
"Proteins: Alignment, Analysis and Structure",23560.0,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,Advanced,Biology & Life Sciences,English,8,249.0
AI Applications with Watson,9173.0,Self-paced on your time,IBM,Intermediate,Computer Science,English,3,99.0
Data Analytics and Visualization in Health Care,7304.0,Self-paced on your time,Rochester Institute of Technology,Advanced,Data Analysis & Statistics,English,8,249.0
Question Everything: Scientific Thinking in Real Life,34279.0,Self-paced on your time,The University of Queensland,Introductory,Math,English,8,59.0
Introduction to Lifestyle Medicine,9002.0,Self-paced on your time,Doane University,Introductory,Biology & Life Sciences,English,8,79.0
"Social Work Practice with Individuals, Families, and Small Groups",16134.0,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,English,8,199.0
Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,6938.0,Self-paced on your time,Tsinghua University,Introductory,Medicine,中文,10,49.0
Indian & Tibetan River of Buddhism,6738.0,Self-paced on your time,Columbia University,Intermediate,Humanities,English,12,49.99
Compostaje Orgánico en Casa,,Instructor-led on a course schedule,Universidad Nacional de Córdoba,Introductory,Environmental Studies,Español,5,29.0
Financial Analysis for Decision Making,39156.0,Self-paced on your time,Babson College,Introductory,Business & Management,English,4,199.0
Lifestyle Medicine Treatments of Chronic Disease – Part 1,5668.0,Self-paced on your time,Doane University,Intermediate,Medicine,English,2,179.0
Building Containerized Applications on AWS,6128.0,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,English,5,99.0
Effective Communication for Program and Project Stakeholders and Teams,,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,English,5,199.0
Biobased Products for a Sustainable (Bio)economy,6951.0,Self-paced on your time,DelftXRWTHx-Delft University of Technology-RWTH Aachen University,Introductory,Biology & Life Sciences,English,10,50.0
Social Work Practice: Advocating Social Justice and Change,19603.0,Self-paced on your time,The University of Michigan,Introductory,Social Sciences,English,5,49.0
Anthropology of Current World Issues,44821.0,Instructor-led on a course schedule,The University of Queensland,Introductory,Humanities,English,9,99.0
Buyer Behaviour and Analysis,19717.0,Instructor-led on a course schedule,Curtin University,Advanced,Communication,English,12,199.0
Idea Development: Create and Implement Innovative Ideas,11501.0,Self-paced on your time,The University of Queensland,Intermediate,Business & Management,English,10,249.0
Analysis of Transport Phenomena I: Mathematical Methods,9169.0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Engineering,English,17,149.0
Leading the Organization,14998.0,Self-paced on your time,The University of Queensland,Intermediate,Business & Management,English,10,249.0
"Financial Programming and Policies, Part 2: Program Design",19330.0,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,English,7,25.0
Introduction to Open Source Networking Technologies,17436.0,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,14,169.0
Deep Learning Essentials,5018.0,Self-paced on your time,Université de Montréal,Intermediate,Computer Science,English,5,149.0
Estadística Aplicada a los Negocios,25295.0,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,5,49.0
"English for Journalists, Part 2",22814.0,Self-paced on your time,"University of California, Berkeley",Intermediate,Communication,English,5,49.0
Teaching & Learning in the Diverse Classroom,7104.0,Instructor-led on a course schedule,Cornell University,Introductory,Education & Teacher Training,English,5,99.0
Fundamentals of Microeconomics | Fundamentos de Microeconomía,18456.0,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Social Sciences,English,7,129.0
Migrating to the AWS Cloud,,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,English,4,49.0
IoT Networks and Protocols,22136.0,Self-paced on your time,Curtin University,Introductory,Computer Science,English,5,199.0
"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",,Self-paced on your time,Stanford University,Introductory,History,English,11,50.0
China’s First Empires and the Rise of Buddhism,46053.0,Self-paced on your time,Harvard University,Introductory,History,English,15,139.0
Apnea y Trastornos del Sueño,14902.0,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Health & Safety,Español,10,49.0
Educación sobre el cambio climático,23253.0,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Español,10,25.0
Quantum Mechanics: A First Course,,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Physics,English,18,149.0
Urban Sewage Treatment,40408.0,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,7,50.0
Doing Gender and Why it Matters,6826.0,Self-paced on your time,University of Hong Kong,Introductory,Social Sciences,English,6,99.0
Producción musical y su efecto en la composición,7869.0,Self-paced on your time,Berklee College of Music,Introductory,Music,Español,6,49.0
"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",12425.0,Self-paced on your time,The Hong Kong University of Science and Technology,Intermediate,Electronics,English,8,70.0
"19th-Century Opera: Meyerbeer, Wagner, & Verdi",9340.0,Self-paced on your time,Harvard University,Introductory,Music,English,6,99.0
Modelos predictivos con Machine Learning,5102.0,Self-paced on your time,Universidades Anáhuac,Intermediate,Computer Science,Español,4,49.0
Quantitative Marketing Research,,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,English,5,50.0
Les fondements de la stratégie d’entreprise,33021.0,Instructor-led on a course schedule,Université catholique de Louvain,Introductory,Business & Management,Français,10,150.0
Solar Energy: Integration of Photovoltaic Systems in Microgrids,20068.0,Instructor-led on a course schedule,Delft University of Technology,Advanced,Engineering,English,9,250.0
"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",12630.0,Self-paced on your time,Delft University of Technology,Intermediate,Computer Science,English,5,99.0
Probability and Statistics I:  A Gentle Introduction to Probability,,Self-paced on your time,The Georgia Institute of Technology,Intermediate,Data Analysis & Statistics,English,3,199.0
Introducción a las ecuaciones diferenciales,9868.0,Self-paced on your time,Universidad Galileo,Intermediate,Math,Español,7,49.0
Agile Mindset Introduction,,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,English,2,49.0
Tropical coastal ecosystems,23031.0,Self-paced on your time,The University of Queensland,Introductory,Biology & Life Sciences,English,9,99.0
Modern China’s Foundations: The Manchus and the Qing,47166.0,Self-paced on your time,Harvard University,Introductory,History,English,15,139.0
El método de ciencia de datos,,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,Español,7,39.0
AWS Developer: Deploying on AWS,25244.0,Self-paced on your time,Amazon Web Services,Advanced,Computer Science,English,6,149.0
Autonomous Mobile Robots,62362.0,Self-paced on your time,ETH Zurich,Intermediate,Computer Science,English,15,50.0
Gestión por resultados para gobiernos subnacionales,65955.0,Self-paced on your time,Inter-American Development Bank,Introductory,Business & Management,Español,10,25.0
Introduction to Sociology,10412.0,Self-paced on your time,The University of Texas of the Permian Basin,Introductory,Social Sciences,English,6,139.0
Transformación digital en las empresas,,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Business & Management,Español,7,49.0
Desafios e oportunidades na economia digital,6913.0,Self-paced on your time,Inter-American Development Bank,Introductory,Economics & Finance,Português,10,25.0
"Cellular Solids Part 1: Structures, Properties and Engineering Applications",7186.0,Self-paced on your time,Massachusetts Institute of Technology,Advanced,Engineering,English,9,99.0
Introduction to Statistical Methods for Gene Mapping,15419.0,Self-paced on your time,Kyoto University,Advanced,Data Analysis & Statistics,English,4,49.0
Cómo vivir una vida saludable y activa,8990.0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Social Sciences,Español,5,49.0
Mandarin Chinese Level 3,8418.0,Self-paced on your time,MandarinX,Intermediate,Language,English,6,149.0
Databases: Advanced Topics in SQL,,Self-paced on your time,Stanford University,Introductory,Computer Science,English,2,50.0
Data for Effective Policy Making,13797.0,Self-paced on your time,Inter-American Development Bank,Introductory,Math,English,10,25.0
C Programming: Using Linux Tools and Libraries,13912.0,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Intermediate,Computer Science,English,7,49.0
Lernen objekt-orientierter Programmierung,10657.0,Instructor-led on a course schedule,Technische Universität München,Introductory,Computer Science,Deutsch,6,49.0
Cybersecurity: The CISO's View,21507.0,Self-paced on your time,University of Washington,Introductory,Computer Science,English,6,199.0
Fundamentals of Java EE Development,10129.0,Self-paced on your time,Red Hat,Intermediate,Computer Science,English,7,99.0
"Instructional Design: Digital Media, New Tools and Technology",16419.0,Self-paced on your time,University System of Maryland-University of Maryland Global Campus,Intermediate,Education & Teacher Training,English,8,299.0
Molecular Biology – Part 3: RNA Processing and Translation,16520.0,Self-paced on your time,Massachusetts Institute of Technology,Advanced,Biology & Life Sciences,English,8,99.0
Power and Responsibility: Doing Philosophy with Superheroes,8517.0,Self-paced on your time,The Smithsonian Institution,Introductory,Art & Culture,English,5,49.0
Aprendizaje automático y ciencia de datos,13994.0,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Computer Science,Español,5,50.0
Sustainable Urban Freight Transport: A Global Perspective,7769.0,Self-paced on your time,Delft University of Technology,Introductory,Engineering,English,5,50.0
MathTrackX: Statistics,,Self-paced on your time,University of Adelaide,Introductory,Math,English,4,79.0
Técnicas Cuantitativas y Cualitativas para la Investigación,29885.0,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Data Analysis & Statistics,Español,6,65.0
Strategic Applications of IT Project & Program Management,17914.0,Self-paced on your time,University of Washington,Introductory,Business & Management,English,6,199.0
Advanced Bioconductor,26063.0,Self-paced on your time,Harvard University,Advanced,Data Analysis & Statistics,English,4,149.0
What Every Provider Should Know: Clinical Fundamentals,,Self-paced on your time,Stanford University,Introductory,Medicine,English,10,50.0
Análisis e interpretación de información económica y financiera,5891.0,Self-paced on your time,Pontificia Universidad Javeriana,Intermediate,Economics & Finance,Español,5,49.0
AWS IoT: Developing and Deploying an Internet of Things,8884.0,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,English,4,99.0
Measuring Sustainable Development,,Self-paced on your time,SDG Academy,Intermediate,Data Analysis & Statistics,English,5,25.0
Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814.0,Self-paced on your time,The University of Texas at Austin,Intermediate,Computer Science,English,8,49.0
Hong Kong Cinema through a Global Lens | 全球化下的香港电影,12458.0,Instructor-led on a course schedule,University of Hong Kong,Introductory,Humanities,English,6,50.0
Image Processing and Analysis for Life Scientists,8621.0,Self-paced on your time,École polytechnique fédérale de Lausanne,Intermediate,Data Analysis & Statistics,English,7,199.0
La protección del menor,7654.0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Law,Español,5,49.0
Globalization: Past and Future,10127.0,Self-paced on your time,SDG Academy,Introductory,History,English,4,25.0
Star Trek: Inspiring Culture and Technology,6521.0,Self-paced on your time,The Smithsonian Institution,Introductory,History,English,7,40.0
Qué funciona en educación: políticas educativas basadas en evidencia,15701.0,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Español,10,25.0
"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",,Self-paced on your time,IBM,Introductory,Computer Science,English,4,99.0
Tools for Academic Engagement in Public Policy,5035.0,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Communication,English,3,199.0
Theory of Change for Development,10736.0,Self-paced on your time,Wits University,Introductory,Social Sciences,English,7,199.0
Monozukuri: Making Things,,Self-paced on your time,Tokyo Institute of Technology,Introductory,Engineering,English,4,49.0
Drug Discovery & Medicinal Chemistry,,Self-paced on your time,Davidson College,Intermediate,Medicine,English,5,99.0
Digital Biomaterials,,Self-paced on your time,University of Hong Kong,Introductory,Medicine,English,4,149.0
Natural Resources for Sustainable Development,9668.0,Self-paced on your time,SDG Academy,Intermediate,Energy & Earth Sciences,English,12,49.0
Omnichannel Strategy and Management,15860.0,Self-paced on your time,Dartmouth College,Intermediate,Business & Management,English,4,99.0
General Overview of Cannabis and the Industry’s Outlook and Professions,5048.0,Self-paced on your time,Doane University,Introductory,Environmental Studies,English,4,199.0
Amazon SageMaker: Simplifying Machine Learning Application Development,11765.0,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,English,4,99.0
Formulación y nomenclatura de compuestos químicos,12748.0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,6,49.0
Introducción a la factura electrónica,5829.0,Self-paced on your time,LOGYCA,Intermediate,Economics & Finance,Español,4,49.9
Demand and Supply Analytics,23585.0,Instructor-led on a course schedule,Columbia University,Intermediate,Business & Management,English,12,249.0
Advanced Algorithmics and Graph Theory with Python,13502.0,Self-paced on your time,IMT,Intermediate,Computer Science,English,6,49.0
Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,,Self-paced on your time,Tokyo Institute of Technology,Intermediate,Architecture,English,5,59.0
Diagramas UML estructurales para la Ingeniería del Software,5820.0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,5,50.0
"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",6232.0,Self-paced on your time,Imperial College London,Intermediate,Math,English,7,49.0
Fundamentos de Mecánica para Ingeniería,14219.0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Physics,Español,6,49.0
Leadership and Management for PM Practitioners in IT,21949.0,Self-paced on your time,University of Washington,Introductory,Business & Management,English,6,199.0
Entrepreneurship 103: Show Me The Money,15184.0,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,English,10,300.0
Historia de la ética,9383.0,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Philosophy & Ethics,Español,6,29.0
Drainage in Agriculture: controlling water and salt levels in the soil,,Self-paced on your time,Wageningen University & Research,Advanced,Environmental Studies,English,5,49.0
Radio para internet con Podcast: creación y conceptos básicos,6460.0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Communication,Español,6,50.0
Introducción a los circuitos eléctricos,11953.0,Self-paced on your time,Universidad Galileo,Intermediate,Electronics,Español,5,49.0
AP® Physics 1: Challenging Concepts,12145.0,Self-paced on your time,Davidson Next,Introductory,Physics,English,8,49.0
Introduction to Java Programming – Part 2,71203.0,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,English,5,99.0
AP® Macroeconomics,29433.0,Self-paced on your time,Davidson Next,Introductory,Economics & Finance,English,18,49.0
Climate Change Education,12056.0,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,English,10,25.0
"Introducción al griego clásico: verbos, oraciones y filosofía",,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Language,Español,5,49.0
Applied Deep Learning Capstone Project,8429.0,Self-paced on your time,IBM,Advanced,Data Analysis & Statistics,English,5,99.0
FinTech Ethics and Risks,10696.0,Self-paced on your time,University of Hong Kong,Introductory,Economics & Finance,English,6,199.0
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,23828.0,Self-paced on your time,Tsinghua University,Advanced,Engineering,English,7,139.0
The Conquest of Space: Space Exploration and Rocket Science,19926.0,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Engineering,English,7,129.0
Business Strategy and Operations in a Biobased Economy,,Self-paced on your time,Wageningen University & Research,Advanced,Business & Management,English,5,149.0
What Works in Education: Evidence-Based Education Policies,5540.0,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,English,10,25.0
Electric Cars: Business,14199.0,Self-paced on your time,Delft University of Technology,Intermediate,Business & Management,English,4,50.0
Thermodynamics of Materials,,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Engineering,English,16,150.0
Mechanics: Momentum and Energy,14846.0,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,English,14,49.0
Co-Creating Sustainable Cities,12415.0,Self-paced on your time,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Advanced,Social Sciences,English,8,49.0
Cómo educar teniendo en cuenta la muerte,,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Education & Teacher Training,Español,3,49.0
Introduction to Animal Ethics,6608.0,Self-paced on your time,Kyoto University,Introductory,Philosophy & Ethics,English,5,49.0
Teamwork & Collaboration,,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,English,3,199.0
Grant Writing and Crowdfunding for Public Libraries,12853.0,Self-paced on your time,The University of Michigan,Introductory,Humanities,English,4,49.0
Leading Ambitious Teaching and Learning,24273.0,Self-paced on your time,The University of Michigan-Microsoft Education,Advanced,Education & Teacher Training,English,6,199.0
Financing Innovative Ventures,,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,English,4,149.0
"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",,Self-paced on your time,Imperial College London,Intermediate,Math,English,7,49.0
Theories of Media and Technology,,Instructor-led on a course schedule,New York University,Introductory,Art & Culture,English,14,249.0
Introducción a la Estructura de la Materia,11859.0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,4,25.0
"Batteries, Fuel Cells, and their Role in Modern Society",11865.0,Self-paced on your time,Ural Federal University,Introductory,Science,English,6,49.0
Communication Skills for Dialoguing Across Difference,60943.0,Self-paced on your time,Catalyst,Introductory,Communication,English,1,25.0
Social Media: How Media Got Social,13616.0,Self-paced on your time,Curtin University,Introductory,Communication,English,4,139.0
"Portfolio Management, Governance, & the PMO",17299.0,Self-paced on your time,University of Washington,Introductory,Business & Management,English,6,199.0
edX101: Overview of Creating an edX Course,22327.0,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,1,99.0
"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Education & Teacher Training,Español,4,49.0
Data Analysis for Decision Making,8342.0,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland",Advanced,Business & Management,English,7,214.0
UML Class Diagrams for Software Engineering,33710.0,Self-paced on your time,KU Leuven University,Introductory,Computer Science,English,3,49.0
Driving Digital Innovation through Experimentation,16904.0,Instructor-led on a course schedule,Boston University,Advanced,Computer Science,English,6,399.0
Compilation Basics for Macroeconomic Statistics,6570.0,Self-paced on your time,The International Monetary Fund,Introductory,Data Analysis & Statistics,English,4,25.0
Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,20189.0,Self-paced on your time,Inter-American Development Bank,Introductory,Engineering,Español,10,25.0
From Fossil Resources to Biomass: A Chemistry Perspective,5464.0,Self-paced on your time,Wageningen University & Research,Advanced,Energy & Earth Sciences,English,5,149.0
System Dynamics for Health Sciences,15157.0,Self-paced on your time,Wits University,Intermediate,Medicine,English,9,139.0
Internet de las cosas (IoT) y Big Data,,Self-paced on your time,Universidad del Rosario,Intermediate,Data Analysis & Statistics,Español,4,49.0
Introducción a Ciencias de Datos y Estadística Básica para Negocios,,Self-paced on your time,Tecnológico de Monterrey,Advanced,Data Analysis & Statistics,Español,4,49.99
Introduction to Psychological Research Methods,17087.0,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,7,99.0
Sustainable Packaging in a Circular Economy,6277.0,Self-paced on your time,Delft University of Technology,Intermediate,Design,English,6,50.0
Design in Healthcare: Using Patient Journey Mapping,17946.0,Self-paced on your time,Delft University of Technology,Introductory,Design,English,8,129.0
"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",,Self-paced on your time,Universidad Nacional de Córdoba,Intermediate,Biology & Life Sciences,Español,4,99.0
"Electronic, Optical, and Magnetic Properties of Materials",9717.0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Engineering,English,15,150.0
La España del Quijote,13277.0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,History,Español,7,19.0
Risk Management for Projects,22269.0,Self-paced on your time,University of Adelaide,Introductory,Business & Management,English,5,199.0
Smithsonian’s Objects That Define America,9071.0,Self-paced on your time,The Smithsonian Institution,Introductory,Humanities,English,5,50.0
Creating Modern China: The Republican Period to the Present,43045.0,Self-paced on your time,Harvard University,Introductory,History,English,15,139.0
Discover Political Science,6573.0,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Social Sciences,English,10,50.0
Data Science: Inferential Thinking through Simulations,17505.0,Self-paced on your time,"University of California, Berkeley",Introductory,Computer Science,English,5,199.0
Programming for Data Science,41268.0,Self-paced on your time,University of Adelaide,Introductory,Computer Science,English,10,199.0
Public Sector Debt Statistics,,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,English,6,25.0
Sensor Fusion and Non-linear Filtering for Automotive Systems,9709.0,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,English,6,299.0
Creación musical con Soundcool: Introducción,,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Music,Español,5,30.0
First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,8222.0,Self-paced on your time,Harvard University,Introductory,Humanities,English,3,49.0
The Quantum Internet and Quantum Computers: How Will They Change the World?,15014.0,Self-paced on your time,Delft University of Technology,Introductory,Science,English,6,50.0
Research Methods: An Engineering Approach,20444.0,Self-paced on your time,Wits University,Introductory,Engineering,English,8,169.0
Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,15349.0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Philosophy & Ethics,Español,5,49.0
Rise to Leadership: Become a CEO,16719.0,Self-paced on your time,Babson College,Intermediate,Business & Management,English,4,199.0
Building a Cybersecurity Toolkit,23275.0,Self-paced on your time,University of Washington,Introductory,Computer Science,English,6,199.0
Marketing your Android apps,,Self-paced on your time,Universidad Galileo,Intermediate,Engineering,English,5,49.0
Embedded Systems Essentials with Arm: Getting Started,,Self-paced on your time,Arm Education,Intermediate,Computer Science,English,6,149.0
Life with Diabetes,12318.0,Self-paced on your time,Curtin University,Introductory,Medicine,English,5,139.0
Human Reproduction,5517.0,Self-paced on your time,University of Adelaide,Intermediate,Biology & Life Sciences,English,6,169.0
Enabling Technologies for Data Science and Analytics: The Internet of Things,71290.0,Self-paced on your time,Columbia University,Introductory,Computer Science,English,5,99.0
Astrophysics: Exploring Exoplanets,48539.0,Self-paced on your time,Australian National University,Intermediate,Physics,English,9,50.0
Unconventional Reservoir Geomechanics,,Self-paced on your time,Stanford University,Introductory,Energy & Earth Sciences,English,10,129.0
Strategic Account Management,,Self-paced on your time,Queen’s University,Introductory,Business & Management,English,6,149.0
PyTorch Basics for Machine Learning,,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,5,39.0
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266.0,Self-paced on your time,Universidad Galileo,Intermediate,Humanities,Español,4,49.0
Introduction to Cloud Foundry and Cloud Native Software Architecture,24444.0,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,14,169.0
Gestión de compras eficientes para tu empresa,,Self-paced on your time,LOGYCA,Introductory,Engineering,Español,5,25.0
Know HBV And HCV,,Self-paced on your time,Stanford University,Introductory,Medicine,English,1,50.0
The Supreme Court & American Politics,6216.0,Self-paced on your time,University of Baltimore-University System of Maryland,Introductory,Law,English,8,29.0
Sales Enablement & Analytics,,Self-paced on your time,Queen’s University,Introductory,Business & Management,English,6,149.0
Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423.0,Self-paced on your time,Inter-American Development Bank,Intermediate,Business & Management,Español,10,25.0
Liderazgo en la empresa familiar,10969.0,Self-paced on your time,Tecnológico de Monterrey,Intermediate,Business & Management,Español,6,49.0
Comparative Political Systems,6934.0,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,English,6,59.0
Introducción al Derecho en la vida cotidiana,,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Law,Español,5,49.0
Cloud Computing for Enterprises,27241.0,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,Intermediate,Computer Science,English,8,299.0
Diversity and Social Justice in Social Work,11055.0,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,English,8,199.0
Public Library Marketing and Public Relations,7525.0,Self-paced on your time,The University of Michigan,Introductory,Humanities,English,4,49.0
"Healthcare Finance, Economics and Risk",8006.0,Self-paced on your time,Doane University,Intermediate,Economics & Finance,English,5,199.0
Reacciones Químicas y Cálculos Estequiométricos,8907.0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,6,49.0
Seeking Women’s Rights: Colonial Period to the Civil War,5157.0,Self-paced on your time,Columbia University,Intermediate,History,English,10,50.0
VideoX: Creating Video for the edX Platform,12159.0,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,2,99.0
Comisión de la Verdad Colombia,,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,History,Español,5,29.0
MathTrackX: Probability,,Self-paced on your time,University of Adelaide,Introductory,Math,English,4,79.0
Health Informatics for better and safer healthcare,,Self-paced on your time,IsraelX,Introductory,Health & Safety,English,4,49.0
Sign Language Science: Factors Contributing to Natural Change,,Self-paced on your time,Georgetown University,Introductory,Language,English,4,99.0
Accounting System Structure and Information Management,,Self-paced on your time,NYIF,Introductory,Economics & Finance,English,4,50.0
Sustainable Development: The Post-Capitalist Order,7031.0,Self-paced on your time,SDG Academy,Introductory,Economics & Finance,English,8,49.0
"Health Law, Policy, and Advocacy",6358.0,Self-paced on your time,Doane University,Intermediate,Law,English,5,199.0
Introduction to Haptics,,Self-paced on your time,Stanford University,Introductory,Engineering,English,5,129.0
Gestión de inventario y portafolio,,Self-paced on your time,LOGYCA,Introductory,Engineering,Español,5,25.0
Understanding Nuclear Energy,16015.0,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,6,50.0
Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431.0,Self-paced on your time,Catalyst,Introductory,Business & Management,Español,4,50.0
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,,Self-paced on your time,Delft University of Technology,Introductory,Business & Management,English,6,50.0
AP® Calculus BC,8542.0,Self-paced on your time,Davidson Next,Introductory,Math,English,11,49.0
Advanced Linear Algebra: Foundations to Frontiers,,Self-paced on your time,The University of Texas at Austin,Advanced,Computer Science,English,16,49.0
Entrepreneurial Opportunities,27182.0,Self-paced on your time,University of Adelaide,Introductory,Business & Management,English,5,50.0
Agua en América Latina: Abundancia en medio de la escasez mundial,38581.0,Self-paced on your time,Inter-American Development Bank,Introductory,Environmental Studies,Español,10,25.0
Understanding Political Concepts,7421.0,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,English,6,59.0
How to Code: Complex Data,34190.0,Self-paced on your time,University of British Columbia,Introductory,Computer Science,English,6,125.0
Hypersonics – from Shock Waves to Scramjets,19043.0,Self-paced on your time,The University of Queensland,Advanced,Engineering,English,4,99.0
